1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.8198924731182796	0.8198924731182796	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	0.20594059405940593	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.22180451127819548	0.22180451127819548	
0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	1.0	1.0	
0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.8198924731182796	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	0.22180451127819548	1.0	1.0	
